,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
12015,1,0,0,1,0,1,0,0,0,20,0,5,0,0,"[('let',), ('sister',), ('know',), ('live',), ('brother',)]",[],[],2,"{('NNS', 'VBP'), ('IN', 'NN')}",0.0,1
12016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
12017,1,0,0,0,0,4,0,0,0,25,0,6,0,0,"[('probabl',), ('away',), ('time',), ('live',), ('town',), ('problem',)]",[],[],4,"{('DT', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NNS')}",0.3089,0
12018,1,0,0,1,0,5,0,0,0,28,1,8,0,0,"[('post',), ('lol',), ('near',), ('have',), ('london',), ('not',), ('live',), ('think',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'CC'), ('IN', 'NN')}",-0.4585,0
12019,0,1,0,1,1,7,0,2,0,75,0,20,1,0,"[('white',), ('sick',), ('countri',), ('old',), ('nt',), ('pictur',), ('ethnic',), ('look',), ('liber',), ('gay',), ('care',), ('know',), ('die',), ('destroy',), ('race',), ('peopl',), ('laugh',), ('crime',), ('cri',), ('beauti',)]","[('white', 'peopl')]",[],12,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.8718,1
12020,1,0,0,1,1,2,0,0,0,30,0,5,1,0,"[('wish',), ('peopl',), ('white',), ('watch',), ('children',)]","[('white', 'peopl')]",[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.4588,0
12021,1,0,0,1,0,0,0,0,0,2,0,1,0,0,"[('say',)]",[],[],0,set(),0.0,1
12022,1,0,1,0,0,0,0,0,0,2,0,0,0,0,[],[],[],0,set(),-0.296,1
12023,1,0,0,1,0,1,0,0,0,30,0,4,0,0,"[('right',), ('men',), ('boy',), ('sit',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.0,1
12024,1,0,0,0,1,0,0,0,0,5,0,1,0,0,"[('place',)]",[],[],1,"{('JJ', 'NN')}",0.0,1
12025,1,0,0,1,0,5,0,0,0,13,0,3,0,0,"[('point',), ('million',), ('come',)]",[],[],2,"{('NN', 'IN'), ('NNS', 'IN')}",0.0,1
12026,0,0,0,1,0,1,0,0,0,10,0,2,0,0,"[('nt',), ('mention',)]",[],[],2,"{('TO', 'VB'), ('PRP', 'VBP')}",0.0,1
12027,0,0,0,1,0,1,0,0,0,23,0,5,0,0,"[('london',), ('white',), ('brown',), ('turn',), ('dead',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN')}",-0.6486,0
12028,0,0,0,1,2,1,0,1,0,18,0,1,0,0,"[('jew',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.25,1
12029,1,0,0,1,0,0,0,0,0,10,0,1,0,0,"[('peopl',)]",[],[],3,"{('NNS', 'VBP'), ('DT', 'NN'), ('PRP', 'VBP')}",-0.5423,1
12030,1,0,0,3,1,2,0,0,0,18,0,4,0,0,"[('area',), ('hous',), ('white',), ('good',)]",[],[],5,"{('JJ', 'NNS'), ('NNS', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('DT', 'NN')}",0.4404,0
12031,1,0,0,1,0,3,0,1,0,23,0,5,0,0,"[('place',), ('not',), ('best',), ('know',), ('old',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.8804,0
12032,1,0,0,1,0,4,0,2,0,28,0,3,0,0,"[('got',), ('time',), ('problem',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'NN'), ('DT', 'NN')}",0.2732,1
12033,0,0,0,1,1,4,0,0,0,36,0,12,0,0,"[('hand',), ('throw',), ('govern',), ('white',), ('nation',), ('time',), ('stop',), ('deport',), ('countri',), ('help',), ('genocid',), ('immigr',)]",[],[],10,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.1531,1
12034,1,0,0,1,1,4,0,0,0,31,0,7,0,0,"[('have',), ('peopl',), ('like',), ('mind',), ('find',), ('time',), ('tri',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.3612,1
12035,1,0,0,1,0,2,0,0,0,18,0,1,0,0,"[('video',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",0.0,0
12036,1,0,0,0,0,1,0,0,0,7,0,2,0,0,"[('die',), ('youtub',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('JJ', 'NNS')}",-0.5994,1
12037,1,0,0,1,0,2,0,0,0,27,0,2,0,0,"[('town',), ('video',)]",[],[],8,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
12038,1,0,0,1,1,0,0,1,0,5,0,0,0,0,[],[],[],0,set(),0.0,1
12039,1,0,1,0,0,2,0,0,0,26,0,7,0,0,"[('let',), ('year',), ('like',), ('favorit',), ('chang',), ('know',), ('nt',)]",[],[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.6705,1
12040,1,0,0,0,0,1,0,0,0,7,0,2,0,0,"[('way',), ('youtub',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
12041,1,0,0,1,0,0,0,0,0,9,0,0,0,0,[],[],[],2,"{('NN', 'IN'), ('DT', 'NN')}",-0.5267,0
12042,1,0,0,1,0,0,0,0,0,12,0,0,0,0,[],[],[],3,"{('DT', 'NN'), ('TO', 'VB'), ('JJ', 'NNS')}",0.0,1
12043,1,0,0,2,2,3,0,0,0,31,0,3,0,0,"[('god',), ('yes',), ('usual',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN')}",0.2144,0
12044,1,0,0,2,2,2,0,1,0,28,0,2,0,0,"[('god',), ('think',)]",[],[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
12045,1,0,0,1,2,1,0,0,0,21,0,1,0,0,"[('god',)]",[],[],4,"{('NNS', 'VBP'), ('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NNS')}",-0.3182,0
12046,1,0,0,3,1,6,0,0,0,81,0,5,0,0,"[('god',), ('year',), ('be',), ('christian',), ('evil',)]",[],[],10,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.5187,0
12047,1,0,0,1,1,1,0,0,0,27,0,1,0,0,"[('mother',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN')}",0.0,0
12048,1,0,0,1,0,4,0,0,0,24,0,2,0,0,"[('year',), ('christian',)]",[],[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.5719,1
12049,1,0,0,1,0,1,0,0,0,9,0,2,0,0,"[('post',), ('pictur',)]",[],[],0,set(),0.5423,0
12050,1,0,0,1,0,2,0,0,0,16,0,5,0,0,"[('post',), ('race',), ('ask',), ('hard',), ('tri',)]",[],[],4,"{('NN', 'CC'), ('NN', 'NN'), ('TO', 'VB'), ('PRP', 'VBP')}",0.0,1
12051,1,1,0,0,0,2,0,0,0,16,0,2,0,0,"[('long',), ('follow',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.3802,1
12052,1,0,0,1,0,1,0,0,0,9,0,1,0,0,"[('nt',)]",[],[],3,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN')}",0.0258,1
12053,1,0,0,1,0,1,0,0,0,7,0,3,0,0,"[('thank',), ('brother',), ('support',)]",[],[],3,"{('DT', 'NN'), ('IN', 'DT'), ('JJ', 'NNS')}",0.6369,0
12054,1,0,0,0,0,2,0,0,0,14,0,4,0,0,"[('friend',), ('mean',), ('person',), ('lot',)]",[],[],4,"{('NNS', 'VBP'), ('IN', 'DT'), ('DT', 'NN'), ('JJ', 'NNS')}",0.4767,0
12055,0,0,0,1,0,1,0,0,0,26,0,6,1,0,"[('black',), ('probabl',), ('fake',), ('countri',), ('war',), ('brown',)]","[('black', 'brown')]",[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.8519,0
12056,1,0,0,1,0,0,0,0,0,7,0,1,0,0,"[('funni',)]",[],[],1,"{('NNS', 'VBP')}",0.4404,0
12057,1,0,0,1,0,0,0,0,0,11,0,0,0,0,[],[],[],4,"{('NNS', 'VBP'), ('JJ', 'NN'), ('IN', 'NN'), ('PRP', 'VBP')}",0.0,1
12058,1,0,0,1,0,1,0,0,0,3,0,0,0,0,[],[],[],2,"{('IN', 'DT'), ('DT', 'NN')}",0.5267,0
12059,1,0,0,1,1,4,0,1,0,34,0,5,0,0,"[('found',), ('day',), ('youtub',), ('near',), ('town',)]",[],[],8,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
12060,1,0,0,1,0,1,0,0,0,10,0,1,0,0,"[('pictur',)]",[],[],4,"{('JJ', 'NN'), ('NN', 'NN'), ('NNS', 'IN'), ('JJ', 'NNS')}",0.0,0
12061,1,0,0,1,1,0,0,0,0,19,0,3,0,0,"[('pass',), ('bad',), ('turn',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.5423,0
12062,1,0,0,1,0,1,0,1,0,14,0,2,0,0,"[('half',), ('mean',)]",[],[],5,"{('PRP', 'VBP'), ('NN', 'CC'), ('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,0
12063,1,0,0,1,3,6,0,0,0,39,0,3,0,0,"[('end',), ('day',), ('live',)]",[],[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN')}",0.0,1
12064,0,1,0,0,0,2,0,0,0,16,0,5,0,0,"[('muslim',), ('bad',), ('want',), ('hate',), ('brown',)]",[],[],4,"{('DT', 'NN'), ('PRP', 'VBP'), ('TO', 'VB'), ('JJ', 'NNS')}",-0.8172,1
12065,1,0,0,1,0,0,0,0,0,15,0,3,0,0,"[('race',), ('white',), ('like',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ')}",-0.1531,0
12066,1,0,0,1,0,1,0,0,0,14,0,3,0,0,"[('guy',), ('littl',), ('watch',)]",[],[],6,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ')}",0.0,1
12067,1,0,0,0,0,1,0,0,0,12,0,1,0,0,"[('get',)]",[],[],1,"{('IN', 'NN')}",0.0,0
12068,1,0,0,3,0,2,0,0,0,23,0,3,0,0,"[('place',), ('long',), ('left',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.3182,1
12069,1,0,0,1,0,5,0,1,0,13,0,4,0,0,"[('post',), ('wonder',), ('time',), ('video',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('DT', 'NN')}",0.0,1
12070,1,0,0,0,0,1,0,1,0,12,0,1,0,0,"[('youtub',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,1
12071,1,0,0,1,0,3,0,1,0,14,0,1,0,0,"[('post',)]",[],[],1,"{('NNS', 'VBP')}",0.0,0
12072,1,1,0,0,0,1,0,0,0,5,0,1,0,0,"[('post',)]",[],[],1,"{('JJ', 'NN')}",0.3802,0
12073,1,0,3,0,0,0,0,1,0,3,0,0,0,0,[],[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,0
12074,1,0,0,0,2,2,0,1,0,22,0,6,1,0,"[('will',), ('look',), ('real',), ('day',), ('like',), ('pictur',)]","[('look', 'like')]",[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.5859,0
12075,1,1,0,0,0,1,0,0,0,7,0,1,0,0,"[('thank',)]",[],[],0,set(),0.6696,1
12076,1,0,0,1,0,0,0,0,0,5,0,0,0,0,[],[],[],1,"{('DT', 'NN')}",0.34,1
12077,1,0,0,5,0,2,0,1,0,10,0,2,0,0,"[('post',), ('soon',)]",[],[],2,"{('NNS', 'VBP'), ('NN', 'IN')}",0.0,1
12078,1,1,0,0,0,1,0,0,0,22,0,1,0,0,"[('area',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",0.3382,0
12079,1,0,0,1,0,1,0,4,0,23,0,3,0,0,"[('nt',), ('like',), ('chang',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'NN'), ('NNS', 'IN')}",0.0258,1
12080,1,0,0,1,0,1,0,1,0,11,0,2,0,0,"[('big',), ('order',)]",[],[],3,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN')}",0.3818,1
12081,1,0,0,1,0,4,0,1,0,18,0,4,0,0,"[('peopl',), ('earth',), ('tri',), ('seen',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('TO', 'VB'), ('IN', 'NN'), ('NNS', 'IN')}",0.0,1
12082,1,0,0,3,1,1,0,3,0,36,0,7,0,0,"[('thought',), ('kid',), ('wait',), ('day',), ('old',), ('street',), ('yeah',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3102,1
12083,1,0,0,1,0,2,0,1,0,11,0,1,0,0,"[('said',)]",[],[],1,"{('JJ', 'NN')}",0.3182,0
12084,1,0,0,1,1,2,0,0,0,11,0,4,0,0,"[('thing',), ('ass',), ('love',), ('nt',)]",[],[],2,"{('NNS', 'IN'), ('PRP', 'VBP')}",0.1779,1
12085,1,0,0,4,1,2,0,0,0,60,2,13,1,0,"[('women',), ('lol',), ('look',), ('white',), ('speak',), ('liber',), ('state',), ('men',), ('right',), ('nt',), ('say',), ('woman',), ('brainwash',)]","[('white', 'women')]",[],7,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.6667,1
12086,1,0,0,0,0,1,0,0,0,22,0,3,0,0,"[('call',), ('mind',), ('need',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('DT', 'NN')}",0.5859,1
12087,1,0,0,1,1,1,0,0,0,6,0,1,0,0,"[('damn',)]",[],[],2,"{('JJ', 'NN'), ('PRP', 'VBP')}",-0.2263,1
12088,1,0,0,0,0,2,0,0,0,22,0,7,1,0,"[('teach',), ('need',), ('like',), ('look',), ('not',), ('brother',), ('tri',)]","[('look', 'like')]",[],3,"{('JJ', 'NN'), ('TO', 'VB'), ('PRP', 'VBP')}",0.5574,0
12089,1,0,0,0,0,6,0,1,0,24,0,3,0,0,"[('pretti',), ('saw',), ('person',)]",[],[],9,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",0.6486,1
12090,1,0,0,1,0,1,0,2,0,4,0,1,0,0,"[('thank',)]",[],[],1,"{('PRP', 'VBP')}",0.3612,1
12091,1,0,0,3,2,5,0,1,0,21,0,4,0,0,"[('death',), ('love',), ('hell',), ('kill',)]",[],[],2,"{('NN', 'CC'), ('PRP', 'VBP')}",-0.9022,0
12092,1,1,0,0,0,4,0,0,0,21,0,4,0,0,"[('need',), ('friend',), ('help',), ('yes',)]",[],[],4,"{('NN', 'CC'), ('DT', 'JJ'), ('TO', 'VB'), ('PRP', 'VBP')}",0.9177,0
12093,1,0,0,1,0,1,0,1,0,5,0,0,0,0,[],[],[],0,set(),0.4201,0
12094,1,0,0,1,0,1,0,2,0,14,0,4,0,0,"[('look',), ('thing',), ('girl',), ('person',)]",[],[],6,"{('NNS', 'VBP'), ('NN', 'CC'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.0,0
12095,1,0,0,1,0,0,0,2,0,8,0,3,0,0,"[('nt',), ('girl',), ('want',)]",[],[],1,"{('NNS', 'VBP')}",0.0772,0
12096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
12097,1,0,0,0,0,0,0,0,0,30,0,5,0,0,"[('black',), ('money',), ('lot',), ('white',), ('new',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.1655,1
12098,1,0,0,0,0,3,0,5,0,30,0,3,0,0,"[('look',), ('girl',), ('brown',)]",[],[],8,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.25,1
12099,1,0,0,1,0,1,0,1,0,5,0,1,0,0,"[('love',)]",[],[],1,"{('NN', 'NN')}",0.6369,0
12100,1,0,1,0,0,2,0,0,0,18,0,1,0,0,"[('life',)]",[],[],6,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'NN')}",0.0,0
12101,1,0,0,1,0,1,0,1,0,26,0,6,0,0,"[('goe',), ('look',), ('girl',), ('new',), ('be',), ('like',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",0.7506,0
12102,1,1,0,0,1,2,0,0,0,3,0,0,0,0,[],[],[],0,set(),0.0,1
12103,1,0,0,1,0,3,0,1,0,16,0,4,0,0,"[('look',), ('friend',), ('new',), ('talk',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ')}",0.4767,1
12104,1,0,0,1,0,3,0,1,0,9,0,2,0,0,"[('old',), ('year',)]",[],[],1,"{('DT', 'JJ')}",0.3804,1
12105,1,2,0,0,0,1,0,3,0,4,0,1,0,0,"[('talk',)]",[],[],0,set(),0.0,1
12106,1,0,0,1,1,8,0,0,0,37,0,5,0,0,"[('money',), ('world',), ('day',), ('not',), ('think',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.0258,0
12107,1,0,0,1,0,0,0,1,0,4,0,0,0,0,[],[],[],1,"{('IN', 'NN')}",0.0,1
12108,1,0,0,1,0,1,0,1,0,10,0,2,0,0,"[('year',), ('citi',)]",[],[],3,"{('NN', 'IN'), ('TO', 'VB'), ('DT', 'NN')}",0.0,0
12109,1,0,0,1,0,0,0,0,0,10,0,1,0,0,"[('wish',)]",[],[],1,"{('PRP', 'VBP')}",0.4019,0
12110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,1
12111,1,0,0,1,1,3,0,2,0,25,0,5,0,0,"[('wish',), ('thought',), ('leav',), ('day',), ('happi',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'CC'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7351,0
12112,1,0,0,1,1,0,0,0,0,8,0,2,0,0,"[('day',), ('bad',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",-0.5423,1
12113,1,0,0,0,0,0,0,0,0,3,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.0,0
12114,1,0,0,1,0,1,0,0,0,12,0,1,0,0,"[('yes',)]",[],[],6,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.2732,0
12115,1,0,0,1,0,0,0,0,0,10,0,1,0,0,"[('bad',)]",[],[],2,"{('TO', 'VB'), ('DT', 'NN')}",-0.5423,1
12116,1,0,1,0,0,1,0,0,0,11,0,1,0,0,"[('new',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.5432,0
12117,0,0,0,1,2,3,0,0,0,29,0,6,0,0,"[('work',), ('peopl',), ('mexican',), ('hispan',), ('tell',), ('good',)]",[],[],6,"{('JJ', 'NNS'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('NNS', 'IN')}",0.6369,1
12118,1,0,3,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
12119,1,0,2,0,0,0,0,0,0,1,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.0,0
12120,1,0,0,1,0,6,0,1,0,21,0,3,0,0,"[('best',), ('thank',), ('use',)]",[],[],5,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('NN', 'NN'), ('DT', 'NN')}",0.8402,1
12121,1,0,0,1,0,1,0,1,0,6,0,2,0,0,"[('need',), ('great',)]",[],[],2,"{('NNS', 'VBP'), ('JJ', 'NN')}",0.6249,1
12122,1,0,0,0,0,1,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,0
12123,1,0,1,0,0,1,0,0,0,7,0,2,0,0,"[('post',), ('sister',)]",[],[],1,"{('DT', 'NN')}",-0.296,0
12124,1,0,0,1,1,6,0,7,0,46,0,12,0,0,"[('stand',), ('god',), ('talk',), ('sister',), ('race',), ('look',), ('not',), ('find',), ('nation',), ('want',), ('brother',), ('woman',)]",[],[],9,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7003,0
12125,1,0,0,2,0,4,0,0,0,15,0,3,0,0,"[('news',), ('hey',), ('live',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN')}",0.0,0
12126,1,0,0,1,0,1,0,0,0,7,0,2,0,0,"[('talk',), ('want',)]",[],[],2,"{('TO', 'VB'), ('PRP', 'VBP')}",0.0772,1
12127,1,0,0,0,0,0,0,0,0,6,0,2,0,0,"[('stand',), ('sound',)]",[],[],0,set(),0.0,0
12128,1,0,0,1,0,2,0,5,0,23,0,7,0,0,"[('hey',), ('know',), ('want',), ('old',), ('think',), ('pictur',), ('saw',)]",[],[],1,"{('TO', 'VB')}",0.6124,1
12129,1,0,0,1,0,1,0,0,0,14,0,1,0,0,"[('peopl',)]",[],[],4,"{('DT', 'JJ'), ('TO', 'VB'), ('NNS', 'IN'), ('JJ', 'NNS')}",0.4215,1
12130,1,0,0,1,1,1,0,0,0,10,0,2,0,0,"[('friend',), ('new',)]",[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.4939,0
12131,1,0,0,1,0,0,0,0,0,2,0,1,0,0,"[('care',)]",[],[],0,set(),0.4939,0
12132,1,0,0,1,0,5,0,0,0,29,0,8,0,0,"[('post',), ('white',), ('make',), ('citi',), ('word',), ('care',), ('read',), ('town',)]",[],[],10,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.6369,0
12133,1,0,0,7,1,5,0,0,0,33,0,6,0,0,"[('ago',), ('talk',), ('hey',), ('look',), ('day',), ('near',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN')}",0.0,1
12134,1,0,0,1,0,1,0,2,0,23,0,2,0,0,"[('boy',), ('want',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0772,0
12135,1,0,0,1,1,2,0,0,0,16,0,4,1,0,"[('look',), ('white',), ('be',), ('man',)]","[('white', 'man')]",[],7,"{('DT', 'NN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('IN', 'NN'), ('NNS', 'IN')}",0.6249,1
12136,1,0,0,1,0,2,0,2,0,8,0,2,0,0,"[('old',), ('live',)]",[],[],1,"{('IN', 'NN')}",0.0,1
12137,1,0,0,1,0,0,0,0,0,5,0,1,0,0,"[('be',)]",[],[],1,"{('DT', 'NN')}",0.0,0
12138,1,0,0,0,1,1,0,2,0,20,0,6,0,0,"[('live',), ('listen',), ('line',), ('countri',), ('want',), ('nt',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.1154,0
